date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:19:55	132934/132934	---M-Z	200	added ('OK')	text/html	etag:%2220746-61105e66749dc-gzip%22	https://themetechmount.com/html/delmont/	C:/Clinic2/themetechmount.com/html/delmont/index.html	(from )
14:19:56	118/118	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Apr%202024%2007:19:52%20GMT	https://themetechmount.com/robots.txt		(from )
14:19:56	2251/2251	---M--	200	added ('OK')	image/png	etag:%228cb-61105ea7eabae%22	https://themetechmount.com/html/delmont/images/favicon.png	C:/Clinic2/themetechmount.com/html/delmont/images/favicon.png	(from https://themetechmount.com/html/delmont/)
14:19:57	55928/55928	---M-Z	200	added ('OK')	text/css	etag:%22da78-61105e99da145-gzip%22	https://themetechmount.com/html/delmont/css/animate.css	C:/Clinic2/themetechmount.com/html/delmont/css/animate.css	(from https://themetechmount.com/html/delmont/)
14:19:57	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%222606e-61105e9a273aa-gzip%22	https://themetechmount.com/html/delmont/css/bootstrap.min.css	C:/Clinic2/themetechmount.com/html/delmont/css/bootstrap.min.css	(from https://themetechmount.com/html/delmont/)
14:19:58	8296/8296	---M-Z	200	added ('OK')	text/css	etag:%222068-61105e9ab1e74-gzip%22	https://themetechmount.com/html/delmont/css/owl.carousel.css	C:/Clinic2/themetechmount.com/html/delmont/css/owl.carousel.css	(from https://themetechmount.com/html/delmont/)
14:19:58	30591/30591	---M-Z	200	added ('OK')	text/css	etag:%22777f-61105e9a4198c-gzip%22	https://themetechmount.com/html/delmont/css/font-awesome.css	C:/Clinic2/themetechmount.com/html/delmont/css/font-awesome.css	(from https://themetechmount.com/html/delmont/)
14:19:58	13862/13862	---M-Z	200	added ('OK')	text/css	etag:%223626-61105e9b0cb9b-gzip%22	https://themetechmount.com/html/delmont/css/themify-icons.css	C:/Clinic2/themetechmount.com/html/delmont/css/themify-icons.css	(from https://themetechmount.com/html/delmont/)
14:19:59	3432/3432	---M-Z	200	added ('OK')	text/css	etag:%22d68-61105e99dc085-gzip%22	https://themetechmount.com/html/delmont/css/flaticon.css	C:/Clinic2/themetechmount.com/html/delmont/css/flaticon.css	(from https://themetechmount.com/html/delmont/)
14:19:59	141765/141765	---M-Z	200	added ('OK')	text/css	etag:%22229c5-61105f66df658-gzip%22	https://themetechmount.com/html/delmont/revolution/css/layers.css	C:/Clinic2/themetechmount.com/html/delmont/revolution/css/layers.css	(from https://themetechmount.com/html/delmont/)
14:19:59	32601/32601	---M-Z	200	added ('OK')	text/css	etag:%227f59-61105f666e1d0-gzip%22	https://themetechmount.com/html/delmont/revolution/css/settings.css	C:/Clinic2/themetechmount.com/html/delmont/revolution/css/settings.css	(from https://themetechmount.com/html/delmont/)
14:19:59	19714/19714	---M-Z	200	added ('OK')	text/css	etag:%224d02-61105e9ae79d8-gzip%22	https://themetechmount.com/html/delmont/css/prettyPhoto.css	C:/Clinic2/themetechmount.com/html/delmont/css/prettyPhoto.css	(from https://themetechmount.com/html/delmont/)
14:20:00	5493/5493	---M-Z	200	added ('OK')	text/css	etag:%221575-61105e9b167dc-gzip%22	https://themetechmount.com/html/delmont/css/twentytwenty.css	C:/Clinic2/themetechmount.com/html/delmont/css/twentytwenty.css	(from https://themetechmount.com/html/delmont/)
14:20:00	75043/75043	---M-Z	200	added ('OK')	text/css	etag:%2212523-61105e9b4e280-gzip%22	https://themetechmount.com/html/delmont/css/shortcodes.css	C:/Clinic2/themetechmount.com/html/delmont/css/shortcodes.css	(from https://themetechmount.com/html/delmont/)
14:20:00	30012/30012	---M-Z	200	added ('OK')	text/css	etag:%22753c-61105e9b1871c-gzip%22	https://themetechmount.com/html/delmont/css/responsive.css	C:/Clinic2/themetechmount.com/html/delmont/css/responsive.css	(from https://themetechmount.com/html/delmont/)
14:20:00	68024/68024	---M-Z	200	added ('OK')	text/css	etag:%22109b8-61105e9b1a65c-gzip%22	https://themetechmount.com/html/delmont/css/main.css	C:/Clinic2/themetechmount.com/html/delmont/css/main.css	(from https://themetechmount.com/html/delmont/)
14:20:01	132934/132934	---M-Z	200	added ('OK')	text/html	etag:%2220746-61105e66749dc-gzip%22	https://themetechmount.com/html/delmont/index.html	C:/Clinic2/themetechmount.com/html/delmont/index-2.html	(from https://themetechmount.com/html/delmont/)
14:20:01	3194/3194	---M--	200	added ('OK')	image/png	etag:%22c7a-61105ea82f173%22	https://themetechmount.com/html/delmont/images/logo-img.png	C:/Clinic2/themetechmount.com/html/delmont/images/logo-img.png	(from https://themetechmount.com/html/delmont/)
14:20:01	118007/118007	---M-Z	200	added ('OK')	text/html	etag:%221ccf7-61105e6561387-gzip%22	https://themetechmount.com/html/delmont/home-2.html	C:/Clinic2/themetechmount.com/html/delmont/home-2.html	(from https://themetechmount.com/html/delmont/)
14:20:02	131046/131046	---M-Z	200	added ('OK')	text/html	etag:%221ffe6-61105e65e7fd1-gzip%22	https://themetechmount.com/html/delmont/home-4.html	C:/Clinic2/themetechmount.com/html/delmont/home-4.html	(from https://themetechmount.com/html/delmont/)
14:20:02	113494/113494	---M-Z	200	added ('OK')	text/html	etag:%221bb56-61105e65a3a0c-gzip%22	https://themetechmount.com/html/delmont/home-3.html	C:/Clinic2/themetechmount.com/html/delmont/home-3.html	(from https://themetechmount.com/html/delmont/)
14:20:02	108281/108281	---M-Z	200	added ('OK')	text/html	etag:%221a6f9-61105e65de391-gzip%22	https://themetechmount.com/html/delmont/home-5.html	C:/Clinic2/themetechmount.com/html/delmont/home-5.html	(from https://themetechmount.com/html/delmont/)
14:20:02	73510/73510	---M-Z	200	added ('OK')	text/html	etag:%2211f26-61105e65cca4f-gzip%22	https://themetechmount.com/html/delmont/home-6.html	C:/Clinic2/themetechmount.com/html/delmont/home-6.html	(from https://themetechmount.com/html/delmont/)
14:20:03	114840/114840	---M-Z	200	added ('OK')	text/html	etag:%221c098-61105e650f301-gzip%22	https://themetechmount.com/html/delmont/header-overlay.html	C:/Clinic2/themetechmount.com/html/delmont/header-overlay.html	(from https://themetechmount.com/html/delmont/)
14:20:03	112788/112788	---M-Z	200	added ('OK')	text/html	etag:%221b894-61105e6507601-gzip%22	https://themetechmount.com/html/delmont/header-infostack.html	C:/Clinic2/themetechmount.com/html/delmont/header-infostack.html	(from https://themetechmount.com/html/delmont/)
14:20:03	130443/130443	---M-Z	200	added ('OK')	text/html	etag:%221fd8b-61105e64d785d-gzip%22	https://themetechmount.com/html/delmont/header-classic.html	C:/Clinic2/themetechmount.com/html/delmont/header-classic.html	(from https://themetechmount.com/html/delmont/)
14:20:04	68599/68599	---M-Z	200	added ('OK')	text/html	etag:%2210bf7-61105e61e6946-gzip%22	https://themetechmount.com/html/delmont/aboutus-1.html	C:/Clinic2/themetechmount.com/html/delmont/aboutus-1.html	(from https://themetechmount.com/html/delmont/)
14:20:04	65553/65553	---M-Z	200	added ('OK')	text/html	etag:%2210011-61105e61dec45-gzip%22	https://themetechmount.com/html/delmont/aboutus-2.html	C:/Clinic2/themetechmount.com/html/delmont/aboutus-2.html	(from https://themetechmount.com/html/delmont/)
14:20:04	59767/59767	---M-Z	200	added ('OK')	text/html	etag:%22e977-61105e67b7dd4-gzip%22	https://themetechmount.com/html/delmont/services.html	C:/Clinic2/themetechmount.com/html/delmont/services.html	(from https://themetechmount.com/html/delmont/)
14:20:04	46869/46869	---M-Z	200	added ('OK')	text/html	etag:%22b715-61105e6362782-gzip%22	https://themetechmount.com/html/delmont/contact-us.html	C:/Clinic2/themetechmount.com/html/delmont/contact-us.html	(from https://themetechmount.com/html/delmont/)
14:20:05	47295/47295	---M-Z	200	added ('OK')	text/html	etag:%22b8bf-61105e63329de-gzip%22	https://themetechmount.com/html/delmont/contact-us-2.html	C:/Clinic2/themetechmount.com/html/delmont/contact-us-2.html	(from https://themetechmount.com/html/delmont/)
14:20:05	47577/47577	---M-Z	200	added ('OK')	text/html	etag:%22b9d9-61105e6708147-gzip%22	https://themetechmount.com/html/delmont/our-team.html	C:/Clinic2/themetechmount.com/html/delmont/our-team.html	(from https://themetechmount.com/html/delmont/)
14:20:05	111235/111235	---M-Z	200	added ('OK')	text/html	etag:%221b283-61105e664b999-gzip%22	https://themetechmount.com/html/delmont/home-shop.html	C:/Clinic2/themetechmount.com/html/delmont/home-shop.html	(from https://themetechmount.com/html/delmont/)
14:20:05	72270/72270	---M-Z	200	added ('OK')	text/html	etag:%2211a4e-61105e67f4698-gzip%22	https://themetechmount.com/html/delmont/shop.html	C:/Clinic2/themetechmount.com/html/delmont/shop.html	(from https://themetechmount.com/html/delmont/)
14:20:06	59193/59193	---M-Z	200	added ('OK')	text/html	etag:%22e739-61105e672e2a9-gzip%22	https://themetechmount.com/html/delmont/product-details.html	C:/Clinic2/themetechmount.com/html/delmont/product-details.html	(from https://themetechmount.com/html/delmont/)
14:20:06	46386/46386	---M-Z	200	added ('OK')	text/html	etag:%22b532-61105e62e76b9-gzip%22	https://themetechmount.com/html/delmont/cart.html	C:/Clinic2/themetechmount.com/html/delmont/cart.html	(from https://themetechmount.com/html/delmont/)
14:20:06	48545/48545	---M-Z	200	added ('OK')	text/html	etag:%22bda1-61105e63329de-gzip%22	https://themetechmount.com/html/delmont/checkout.html	C:/Clinic2/themetechmount.com/html/delmont/checkout.html	(from https://themetechmount.com/html/delmont/)
14:20:06	39054/39054	---M-Z	200	added ('OK')	text/html	etag:%22988e-61105e61aa081-gzip%22	https://themetechmount.com/html/delmont/before-after.html	C:/Clinic2/themetechmount.com/html/delmont/before-after.html	(from https://themetechmount.com/html/delmont/)
14:20:07	49080/49080	---M-Z	200	added ('OK')	text/html	etag:%22bfb8-61105e66e1fe4-gzip%22	https://themetechmount.com/html/delmont/our-events.html	C:/Clinic2/themetechmount.com/html/delmont/our-events.html	(from https://themetechmount.com/html/delmont/)
14:20:07	40344/40344	---M-Z	200	added ('OK')	text/html	etag:%229d98-61105e6287b72-gzip%22	https://themetechmount.com/html/delmont/book-appointment.html	C:/Clinic2/themetechmount.com/html/delmont/book-appointment.html	(from https://themetechmount.com/html/delmont/)
14:20:07	53777/53777	---M-Z	200	added ('OK')	text/html	etag:%22d211-61105e68fa22b-gzip%22	https://themetechmount.com/html/delmont/team-details.html	C:/Clinic2/themetechmount.com/html/delmont/team-details.html	(from https://themetechmount.com/html/delmont/)
14:20:08	46502/46502	---M-Z	200	added ('OK')	text/html	etag:%22b5a6-61105e6476d76-gzip%22	https://themetechmount.com/html/delmont/forums.html	C:/Clinic2/themetechmount.com/html/delmont/forums.html	(from https://themetechmount.com/html/delmont/)
14:20:08	43980/43980	---M-Z	200	added ('OK')	text/html	etag:%22abcc-61105e645c794-gzip%22	https://themetechmount.com/html/delmont/faq.html	C:/Clinic2/themetechmount.com/html/delmont/faq.html	(from https://themetechmount.com/html/delmont/)
14:20:08	35582/35582	---M-Z	200	added ('OK')	text/html	etag:%228afe-61105e639e0a6-gzip%22	https://themetechmount.com/html/delmont/error.html	C:/Clinic2/themetechmount.com/html/delmont/error.html	(from https://themetechmount.com/html/delmont/)
14:20:09	136567/136567	---M-Z	200	added ('OK')	text/html	etag:%2221577-61105e63f4f4d-gzip%22	https://themetechmount.com/html/delmont/element.html	C:/Clinic2/themetechmount.com/html/delmont/element.html	(from https://themetechmount.com/html/delmont/)
14:20:09	54315/54315	---M-Z	200	added ('OK')	text/html	etag:%22d42b-61105e6788030-gzip%22	https://themetechmount.com/html/delmont/research-style-1.html	C:/Clinic2/themetechmount.com/html/delmont/research-style-1.html	(from https://themetechmount.com/html/delmont/)
14:20:09	106918/106918	---M-Z	200	added ('OK')	text/html	etag:%221a1a6-61105e67c48f4-gzip%22	https://themetechmount.com/html/delmont/research-style-2.html	C:/Clinic2/themetechmount.com/html/delmont/research-style-2.html	(from https://themetechmount.com/html/delmont/)
14:20:09	56621/56621	---M-Z	200	added ('OK')	text/html	etag:%22dd2d-61105e684b53e-gzip%22	https://themetechmount.com/html/delmont/single-style-1.html	C:/Clinic2/themetechmount.com/html/delmont/single-style-1.html	(from https://themetechmount.com/html/delmont/)
14:20:09	53849/53849	---M-Z	200	added ('OK')	text/html	etag:%22d259-61105e685edc0-gzip%22	https://themetechmount.com/html/delmont/single-style-2.html	C:/Clinic2/themetechmount.com/html/delmont/single-style-2.html	(from https://themetechmount.com/html/delmont/)
